riesgo_laboral,EDAD,SEXO,NIVEL_EDUCATIVO,EXPERIENCIA_MESES,ESTRATO,ZONA,REGION,ESTADO_CIVIL,JEFATURA_HOGAR
1.0,22,1,3,12.0,4.0,1,68,6,13
0.0,24,2,6,12.0,3.0,1,68,3,2
0.0,28,2,10,12.0,2.0,1,68,2,2
,26,1,11,,6.0,1,68,6,3
,22,2,10,,2.0,1,68,6,3
,17,2,5,,2.0,1,68,6,3
,15,1,5,,2.0,1,70,6,3
,27,1,10,,2.0,1,70,6,1
0.0,28,2,10,12.0,2.0,1,70,6,6
,18,1,5,,2.0,1,70,6,6
1.0,24,1,5,12.0,2.0,1,70,6,13
,25,1,10,,2.0,1,70,6,3
,19,2,10,,2.0,1,70,6,3
,27,1,10,12.0,2.0,1,70,2,3
,17,1,10,,1.0,1,70,6,1
,16,1,5,,1.0,1,70,6,6
,17,2,5,,2.0,1,70,6,3
,15,1,5,,2.0,1,70,6,3
0.0,21,1,5,10.0,2.0,1,70,6,8
,16,1,4,,2.0,1,70,6,8
1.0,22,1,5,12.0,2.0,1,70,6,13
,18,1,10,,2.0,1,70,6,3
1.0,26,1,10,,1.0,1,70,6,3
,20,2,8,,1.0,1,70,6,3
,24,1,5,,1.0,1,70,6,3
,26,2,10,,1.0,1,70,2,2
1.0,27,1,5,12.0,1.0,1,70,6,3
1.0,25,2,5,,1.0,1,70,6,3
,15,2,5,,1.0,1,70,6,3
,17,2,5,,1.0,1,70,6,3
1.0,28,2,5,,2.0,1,70,2,2
,20,2,5,,2.0,1,70,4,3
1.0,18,1,5,12.0,1.0,1,70,6,3
,23,2,10,,3.0,1,73,6,3
,15,1,4,,2.0,1,73,6,3
,17,1,5,,1.0,1,73,6,3
,17,2,5,,1.0,1,73,6,8
1.0,25,1,5,,2.0,1,73,6,9
1.0,27,1,5,12.0,2.0,1,73,6,8
1.0,24,2,10,,2.0,1,73,6,3
1.0,19,1,5,,2.0,1,73,6,8
0.0,27,2,5,12.0,2.0,1,73,3,2
1.0,25,2,5,12.0,2.0,1,73,6,3
,18,1,10,,1.0,1,73,6,8
1.0,19,1,5,6.0,2.0,1,73,6,3
1.0,25,1,10,,4.0,1,73,6,1
,24,2,10,,3.0,1,73,6,3
,22,1,10,,1.0,1,76,6,3
,20,2,10,,1.0,1,76,6,3
,19,1,8,,1.0,1,76,6,3
,15,1,4,,1.0,1,76,6,3
,16,2,5,,1.0,1,76,6,3
,18,2,5,4.0,1.0,1,76,6,3
,15,2,4,,1.0,1,76,6,3
,19,1,5,,2.0,1,76,6,3
,15,1,4,,2.0,1,76,6,3
,16,1,4,,2.0,1,76,6,3
1.0,22,2,8,,2.0,1,76,6,6
,21,2,8,,2.0,1,76,6,3
,26,2,5,,1.0,1,76,1,1
1.0,25,1,8,12.0,1.0,1,76,1,2
,16,1,4,,1.0,1,76,6,8
,21,2,10,12.0,1.0,1,76,6,8
,15,2,5,,1.0,1,76,6,3
,28,2,3,,1.0,1,76,1,1
1.0,27,2,8,12.0,4.0,1,76,1,2
0.0,18,1,6,5.0,2.0,1,76,6,3
1.0,18,1,6,6.0,2.0,1,76,6,3
0.0,21,1,6,3.0,1.0,1,76,6,3
,19,1,6,,1.0,1,76,6,3
1.0,25,1,5,12.0,2.0,1,76,6,3
,20,1,5,,2.0,1,76,6,8
0.0,22,2,5,3.0,1.0,1,76,4,1
,16,2,4,,1.0,1,76,4,6
0.0,24,1,8,12.0,3.0,1,76,2,1
1.0,25,2,5,12.0,3.0,1,76,2,2
0.0,27,1,5,12.0,3.0,1,76,2,1
0.0,22,1,10,9.0,5.0,1,76,6,1
0.0,22,2,10,12.0,4.0,1,76,6,1
,17,1,5,,2.0,1,76,6,3
,22,2,10,,2.0,1,76,6,3
,20,1,10,,2.0,1,76,6,3
,16,1,6,,2.0,1,76,6,3
0.0,28,1,9,12.0,3.0,1,76,6,3
,15,2,5,,3.0,1,76,6,3
1.0,19,1,9,12.0,3.0,1,76,6,3
,17,2,6,,3.0,1,76,6,3
0.0,22,1,10,7.0,4.0,1,76,6,1
0.0,23,2,8,12.0,4.0,1,76,6,1
0.0,25,2,10,12.0,4.0,1,76,6,1
0.0,25,2,5,12.0,4.0,1,76,3,2
,17,1,4,,2.0,1,76,6,9
,18,1,4,,1.0,1,76,6,3
1.0,26,1,4,12.0,2.0,1,76,2,3
,16,2,5,,2.0,1,76,6,3
,16,1,6,,3.0,1,76,6,3
0.0,24,2,10,12.0,2.0,1,76,6,1
,20,1,10,,2.0,1,76,6,6
,25,1,10,,2.0,1,76,6,9
,23,1,10,,2.0,1,76,6,9
1.0,24,1,10,12.0,2.0,1,81,6,8
1.0,18,2,6,,2.0,1,81,6,3
1.0,21,1,5,12.0,2.0,1,81,6,3
1.0,24,1,4,12.0,1.0,1,81,6,3
,17,1,4,,1.0,1,81,6,3
1.0,24,1,5,,1.0,1,81,6,3
,17,1,5,,1.0,1,81,6,3
,17,2,6,,2.0,1,81,6,3
1.0,21,2,9,,2.0,1,81,6,1
,17,1,10,,3.0,1,85,6,3
,17,2,10,,3.0,1,85,6,3
1.0,22,2,10,12.0,3.0,1,85,4,3
1.0,19,1,10,,3.0,1,85,6,3
,16,2,6,,3.0,1,85,6,3
0.0,24,2,10,5.0,2.0,1,85,6,3
,28,1,8,12.0,2.0,1,85,3,1
0.0,22,2,10,12.0,2.0,1,85,6,1
0.0,20,1,5,12.0,2.0,1,85,6,1
,17,1,4,,2.0,1,85,6,6
,17,1,5,,1.0,1,86,6,3
0.0,28,2,10,10.0,1.0,1,86,6,3
,17,2,5,,1.0,1,86,6,8
,16,1,5,,1.0,1,86,6,8
0.0,21,2,10,12.0,1.0,1,86,6,1
,18,1,10,,1.0,1,86,6,13
1.0,27,1,10,5.0,1.0,1,86,6,1
0.0,26,2,5,12.0,1.0,1,86,2,2
1.0,23,1,5,5.0,1.0,1,86,6,3
1.0,24,2,5,12.0,3.0,1,88,2,2
0.0,28,2,10,12.0,3.0,1,88,6,1
0.0,26,2,10,12.0,2.0,1,88,6,3
,17,1,6,,3.0,1,88,6,3
0.0,28,2,11,12.0,3.0,1,88,6,3
0.0,23,2,5,12.0,3.0,1,88,6,3
1.0,27,1,10,,2.0,1,88,6,3
0.0,25,1,9,12.0,2.0,1,88,3,3
,22,2,8,,2.0,1,88,3,7
1.0,24,2,4,12.0,2.0,1,88,2,1
,16,2,4,,3.0,1,88,6,3
1.0,22,1,4,12.0,9.0,1,95,1,1
,21,2,8,,9.0,1,95,1,2
,15,1,5,,9.0,1,95,6,9
0.0,28,1,9,12.0,1.0,1,95,4,1
1.0,28,1,4,12.0,1.0,1,95,6,6
1.0,23,2,8,11.0,2.0,1,95,2,1
1.0,23,1,4,1.0,2.0,1,95,2,2
1.0,19,1,10,12.0,9.0,1,95,6,3
1.0,23,2,4,12.0,1.0,1,95,4,1
1.0,24,1,5,12.0,2.0,1,95,4,1
1.0,20,1,4,12.0,1.0,1,95,6,1
0.0,21,2,10,11.0,1.0,1,97,2,2
0.0,24,1,10,12.0,1.0,1,97,6,3
,17,1,10,,1.0,1,97,6,3
,17,1,10,,1.0,1,97,6,3
,25,1,10,,1.0,1,97,6,3
0.0,24,1,10,10.0,2.0,1,99,6,3
0.0,26,2,8,6.0,2.0,1,99,2,2
1.0,26,1,10,,2.0,1,99,6,1
0.0,26,1,11,12.0,2.0,1,99,1,1
0.0,25,2,11,12.0,2.0,1,99,1,2
,19,2,5,,0.0,1,99,6,8
0.0,27,1,10,12.0,2.0,1,99,6,1
1.0,21,2,8,,0.0,2,8,1,3
,19,1,8,11.0,0.0,2,8,1,7
0.0,23,1,9,12.0,0.0,2,8,6,3
,21,1,8,,0.0,2,8,6,3
,15,2,5,3.0,0.0,2,8,6,3
,15,1,4,1.0,0.0,2,8,6,3
,17,1,5,,0.0,2,8,6,9
,15,1,5,,0.0,2,8,6,9
1.0,23,1,3,12.0,1.0,1,8,2,3
,20,2,4,,1.0,1,8,2,7
1.0,27,1,5,12.0,1.0,1,8,4,3
1.0,22,1,3,12.0,1.0,1,8,1,3
,16,2,3,,1.0,1,8,1,7
,22,2,5,,1.0,1,8,2,7
1.0,21,1,5,12.0,1.0,1,8,2,3
,18,2,5,,1.0,1,8,2,7
,19,2,8,,1.0,1,8,6,1
1.0,20,1,5,12.0,1.0,2,13,6,3
1.0,23,1,4,12.0,1.0,2,13,6,3
,15,2,5,,1.0,2,13,6,3
1.0,26,1,4,12.0,0.0,2,13,2,1
,25,2,6,,0.0,2,13,2,2
,16,1,5,,1.0,2,13,6,3
,17,2,8,,1.0,2,13,6,3
1.0,20,2,8,,1.0,2,13,6,6
,17,1,5,,1.0,1,13,6,3
,26,2,4,,1.0,1,13,3,2
,26,2,5,,1.0,1,13,2,7
1.0,24,2,5,1.0,1.0,1,13,2,1
,22,2,4,,1.0,1,13,2,1
,25,2,5,,0.0,1,44,2,1
1.0,27,1,5,12.0,0.0,1,44,2,2
0.0,21,1,5,4.0,0.0,1,44,6,3
,15,1,4,,0.0,1,44,6,9
,17,2,3,,0.0,1,44,6,3
,16,1,3,,0.0,1,44,6,3
,15,1,4,,0.0,1,44,6,3
,17,2,5,,0.0,1,44,6,9
,17,1,4,,0.0,1,44,6,3
,19,1,5,,0.0,1,44,6,3
1.0,19,1,5,10.0,0.0,1,44,6,1
,26,2,3,,0.0,1,44,2,1
1.0,27,1,3,12.0,0.0,1,44,2,2
,24,2,4,,,2,44,2,1
1.0,24,1,4,12.0,,2,44,2,1
1.0,17,2,4,,,2,44,2,2
,17,2,5,,,2,44,6,8
,22,1,4,,9.0,2,44,6,3
,20,1,4,,9.0,2,44,6,3
,18,1,3,,9.0,2,44,6,3
1.0,23,1,4,12.0,9.0,2,44,2,3
,20,2,3,12.0,9.0,2,44,2,7
,18,2,5,12.0,1.0,1,44,6,3
1.0,28,1,5,12.0,0.0,1,44,2,1
,27,2,5,,0.0,1,44,2,2
,28,2,4,12.0,0.0,1,44,2,1
1.0,26,1,5,12.0,0.0,1,44,2,2
,16,2,4,,0.0,1,44,6,3
,22,1,1,,0.0,1,44,6,3
1.0,22,2,8,,0.0,1,44,6,3
,18,2,8,3.0,0.0,1,44,6,3
,20,1,5,,0.0,1,44,6,3
,19,1,5,,0.0,1,44,6,3
,15,2,4,,0.0,1,44,6,3
0.0,23,1,5,12.0,0.0,1,44,6,1
0.0,23,2,10,6.0,2.0,1,44,6,3
,16,2,10,,2.0,1,44,6,3
,16,2,5,,1.0,2,70,6,8
,17,2,10,,1.0,2,70,6,3
,17,1,5,,1.0,2,70,6,3
,21,1,10,,1.0,2,70,6,3
,20,1,10,,1.0,2,70,6,3
,18,1,8,,1.0,2,70,6,3
,15,1,4,,0.0,1,70,6,3
,18,2,5,12.0,0.0,1,70,6,3
,19,1,6,5.0,0.0,1,70,6,3
1.0,28,1,3,12.0,0.0,1,70,6,3
1.0,23,1,5,12.0,0.0,1,70,6,3
,16,2,5,,0.0,1,70,6,3
1.0,28,1,9,3.0,1.0,2,70,6,3
,15,1,4,,1.0,2,70,6,3
,15,1,4,,1.0,2,70,6,3
1.0,19,2,10,,1.0,2,70,6,3
,18,2,5,,1.0,2,70,6,3
,16,2,4,,1.0,2,70,6,3
,20,2,5,12.0,2.0,1,70,6,3
1.0,19,1,5,12.0,2.0,1,70,6,3
,17,2,5,2.0,2.0,1,70,6,3
1.0,28,1,5,12.0,2.0,1,70,2,1
,16,2,4,12.0,2.0,1,70,6,3
,17,2,5,12.0,2.0,1,70,6,8
,16,2,4,,2.0,1,70,6,8
,21,1,10,,2.0,1,70,6,3
1.0,26,1,10,12.0,1.0,1,70,1,1
,24,2,5,12.0,1.0,1,70,1,2
1.0,21,1,5,12.0,1.0,1,70,6,6
,17,1,5,,1.0,1,70,6,6
1.0,24,1,5,12.0,1.0,1,70,6,3
1.0,18,2,5,8.0,1.0,1,70,6,3
,17,2,5,,1.0,1,70,6,8
,15,1,4,4.0,1.0,1,70,6,8
,27,2,4,12.0,1.0,1,70,2,2
,22,2,5,,0.0,2,70,2,3
,15,1,4,,0.0,2,70,6,3
,18,2,4,,0.0,2,70,2,3
1.0,22,1,4,12.0,0.0,2,70,2,7
,21,1,1,,0.0,2,70,6,9
,15,1,5,,0.0,2,70,6,9
1.0,26,1,10,12.0,0.0,2,70,2,2
,16,1,4,11.0,0.0,2,70,6,8
0.0,28,1,5,12.0,1.0,1,41,6,1
,24,1,8,,2.0,1,41,6,3
0.0,24,1,10,12.0,2.0,1,41,6,1
1.0,17,1,4,,1.0,2,41,6,3
1.0,25,1,3,12.0,1.0,2,41,2,1
1.0,25,2,3,12.0,1.0,2,41,2,2
1.0,27,2,5,12.0,1.0,2,41,4,1
,16,1,5,,1.0,2,41,6,3
,17,2,10,,1.0,2,41,6,3
1.0,19,1,5,12.0,2.0,1,41,6,3
,19,2,5,,2.0,1,41,2,1
1.0,19,1,3,12.0,2.0,1,41,2,2
,15,2,5,,2.0,1,41,6,3
1.0,27,2,5,,2.0,1,41,6,3
,23,2,9,,2.0,1,41,6,3
1.0,25,1,5,12.0,2.0,1,41,2,1
,22,2,5,,2.0,1,41,2,2
1.0,26,2,5,12.0,1.0,2,41,2,2
1.0,25,2,10,10.0,1.0,2,41,6,3
1.0,28,1,5,12.0,1.0,2,41,6,1
,21,2,10,,1.0,2,41,6,1
1.0,28,1,5,12.0,1.0,2,41,2,1
,27,2,5,,1.0,2,41,2,2
1.0,27,1,5,12.0,2.0,1,41,2,1
1.0,23,2,5,12.0,2.0,1,41,2,2
1.0,25,2,5,12.0,2.0,1,41,6,1
,22,1,10,,2.0,1,41,6,6
0.0,24,1,5,12.0,2.0,1,15,2,1
,24,2,9,,2.0,1,15,2,2
,22,2,10,,3.0,1,15,6,3
,15,1,4,,3.0,1,15,6,3
0.0,28,2,10,12.0,2.0,1,15,6,3
,18,2,10,,2.0,1,15,6,3
,18,2,10,,2.0,1,15,6,3
,15,2,4,,3.0,1,15,6,3
1.0,23,1,5,12.0,2.0,1,15,6,3
,21,2,10,,2.0,1,15,6,3
1.0,20,1,5,,3.0,1,15,6,3
,17,2,5,,3.0,1,15,6,3
,18,2,10,2.0,2.0,1,15,6,3
,20,2,8,12.0,2.0,2,15,6,3
,18,1,5,,2.0,2,15,6,3
1.0,21,2,3,2.0,2.0,2,15,2,1
1.0,27,2,5,12.0,2.0,2,15,4,3
1.0,24,1,5,12.0,2.0,1,15,2,1
,23,2,8,,2.0,1,15,2,2
,27,2,5,,2.0,2,15,5,1
,16,2,6,,2.0,2,15,6,3
,27,1,9,,2.0,2,15,6,3
1.0,16,1,3,12.0,2.0,2,15,6,3
,23,1,10,,3.0,1,15,6,6
1.0,27,2,5,11.0,2.0,1,15,6,8
,18,2,9,,2.0,1,15,6,3
,15,2,5,,2.0,1,15,6,3
1.0,23,1,4,12.0,2.0,1,15,2,1
,20,2,9,,2.0,1,15,2,2
0.0,21,1,8,12.0,2.0,1,15,2,1
1.0,19,2,8,10.0,2.0,1,15,2,2
,15,1,4,,2.0,1,15,6,3
1.0,25,1,10,,2.0,1,15,6,3
,23,1,10,,2.0,1,15,6,3
1.0,24,1,9,6.0,2.0,1,15,6,3
,19,2,9,10.0,2.0,1,15,6,3
1.0,20,1,5,12.0,2.0,2,15,6,3
,16,2,5,,2.0,2,15,6,3
,15,2,4,,2.0,2,15,6,3
,19,1,5,12.0,2.0,2,15,6,3
,16,2,5,,2.0,2,15,6,3
1.0,28,2,5,12.0,2.0,1,15,6,3
,28,1,4,10.0,2.0,1,15,6,3
0.0,27,2,11,12.0,2.0,2,15,6,3
1.0,21,2,4,6.0,2.0,2,15,4,1
,19,1,1,,2.0,2,15,6,3
,15,2,4,,2.0,2,15,6,3
0.0,23,1,5,12.0,2.0,2,15,6,3
1.0,26,1,5,12.0,2.0,1,68,6,3
,24,2,10,,2.0,1,68,6,3
,23,1,5,,2.0,1,68,6,3
0.0,26,2,5,12.0,2.0,1,68,6,9
0.0,21,1,5,12.0,1.0,2,68,6,3
1.0,16,1,4,12.0,1.0,2,68,6,3
,16,1,4,,1.0,2,68,6,3
,27,2,5,,1.0,2,68,6,8
,15,1,5,,1.0,2,68,6,8
1.0,26,1,3,12.0,1.0,2,68,6,1
,15,2,5,,1.0,2,68,6,8
,18,2,6,,0.0,2,68,6,3
1.0,24,2,10,12.0,2.0,1,68,6,3
1.0,22,2,8,,2.0,1,68,6,3
,17,2,5,,2.0,1,68,6,3
,20,1,10,,2.0,1,68,6,3
0.0,25,2,10,12.0,2.0,1,68,6,1
0.0,22,2,5,12.0,2.0,1,68,2,1
1.0,21,1,3,12.0,2.0,1,68,6,9
,27,2,5,,2.0,1,68,2,2
,19,2,6,5.0,2.0,1,68,6,3
,16,2,6,,2.0,1,68,6,3
,15,1,5,,2.0,1,68,6,3
,25,2,9,,2.0,1,68,6,3
1.0,24,2,9,12.0,2.0,1,68,6,3
,17,2,4,,2.0,1,68,6,8
,15,1,4,,2.0,1,68,6,8
0.0,26,2,5,12.0,2.0,1,76,6,3
1.0,24,1,3,12.0,2.0,1,76,6,3
1.0,18,2,5,,2.0,1,76,6,3
1.0,23,2,5,,1.0,1,76,6,3
1.0,28,2,5,12.0,1.0,1,76,6,6
,24,1,10,4.0,2.0,1,76,1,1
0.0,22,2,5,8.0,2.0,1,76,1,2
0.0,27,1,6,12.0,2.0,2,76,2,1
,23,2,6,1.0,2.0,2,76,2,2
1.0,17,1,3,1.0,2.0,2,76,6,3
,26,2,4,,2.0,2,76,2,2
,27,2,5,,1.0,1,76,4,1
,23,2,5,6.0,2.0,2,76,6,3
,27,2,5,,2.0,2,76,4,3
,26,2,5,,2.0,2,76,1,2
,15,2,6,,1.0,1,76,6,3
1.0,22,1,6,12.0,1.0,2,76,1,13
0.0,28,1,6,12.0,1.0,2,76,6,3
0.0,23,1,5,12.0,2.0,1,76,6,1
0.0,26,1,5,12.0,2.0,1,76,2,1
,25,2,6,,2.0,1,76,2,2
,15,2,5,,2.0,1,76,6,3
,21,1,10,,2.0,1,76,6,3
,23,1,9,,2.0,1,76,6,8
,15,1,4,,2.0,1,76,6,3
,15,1,4,,2.0,1,76,6,3
,21,1,8,,2.0,1,76,6,1
1.0,19,2,5,6.0,2.0,1,76,6,6
1.0,22,2,10,3.0,2.0,1,76,2,1
0.0,24,1,8,9.0,2.0,1,76,2,2
,17,2,5,,2.0,1,76,6,3
,15,1,4,,2.0,2,17,6,3
0.0,28,2,6,12.0,2.0,2,17,6,3
1.0,18,1,4,,2.0,2,17,6,3
1.0,28,1,6,12.0,2.0,2,17,1,1
,28,2,5,,2.0,2,17,1,2
1.0,27,1,10,,2.0,1,17,6,3
,15,2,4,,2.0,1,17,6,8
,15,1,4,,2.0,1,17,6,3
1.0,23,1,5,12.0,2.0,1,17,6,1
,26,1,4,,2.0,1,17,2,2
,16,2,5,3.0,2.0,1,17,6,3
0.0,26,1,10,12.0,3.0,1,17,6,3
,21,2,5,,2.0,1,17,4,3
0.0,24,2,5,12.0,2.0,1,17,2,3
0.0,22,1,3,12.0,2.0,1,17,2,7
,18,2,5,,2.0,2,63,6,3
,20,2,10,12.0,2.0,2,63,6,3
,28,2,3,,0.0,2,63,2,2
,28,1,10,,2.0,2,63,6,3
1.0,24,2,6,12.0,2.0,1,63,6,3
,16,1,5,,2.0,2,63,6,3
0.0,26,1,3,12.0,2.0,2,63,6,3
0.0,23,1,5,12.0,2.0,2,63,6,1
0.0,26,1,5,12.0,2.0,2,63,6,1
1.0,26,1,5,12.0,2.0,2,63,6,3
,21,2,10,,2.0,1,63,6,3
1.0,26,2,5,11.0,1.0,1,63,2,1
1.0,23,2,8,,1.0,1,63,6,3
1.0,22,1,4,12.0,2.0,1,63,6,3
,17,2,4,,2.0,1,63,4,3
,15,1,4,,2.0,1,63,6,3
1.0,23,2,5,12.0,2.0,1,63,6,3
1.0,26,1,3,12.0,2.0,1,63,6,3
1.0,23,1,5,,2.0,1,63,6,3
1.0,19,2,5,,2.0,1,63,6,3
,15,1,5,,3.0,1,63,6,3
,26,1,10,,3.0,1,63,2,1
0.0,26,2,5,12.0,3.0,1,63,6,3
1.0,20,1,4,12.0,2.0,2,63,1,3
1.0,26,2,10,,1.0,2,73,6,3
1.0,24,1,4,12.0,1.0,2,73,6,9
1.0,17,1,6,2.0,2.0,1,73,6,3
1.0,22,1,6,7.0,2.0,1,73,6,3
1.0,26,2,6,12.0,2.0,1,73,6,3
1.0,17,1,4,,2.0,1,73,6,8
1.0,28,1,4,12.0,2.0,1,73,2,1
0.0,26,1,8,12.0,2.0,1,73,6,3
,16,2,5,,2.0,1,73,6,3
,16,2,4,,2.0,1,73,6,3
,28,2,5,,0.0,2,73,2,2
,15,2,4,,2.0,1,73,6,3
0.0,28,2,5,12.0,2.0,1,73,4,1
1.0,22,1,5,,2.0,1,73,6,3
,16,2,5,,2.0,1,73,6,3
0.0,25,1,5,12.0,1.0,1,73,6,3
,17,1,5,,1.0,1,73,6,3
,17,1,4,,1.0,1,73,6,3
1.0,28,2,6,,1.0,1,73,2,3
1.0,23,2,10,,1.0,1,73,4,3
,16,2,6,,1.0,1,73,6,3
1.0,21,2,5,,1.0,1,73,6,3
,16,2,6,,1.0,1,73,6,3
,15,1,4,,2.0,1,73,6,8
,15,2,5,,2.0,1,73,6,3
,28,2,5,12.0,2.0,1,73,3,2
1.0,21,1,3,,3.0,1,73,1,1
,16,2,4,,3.0,1,73,1,2
1.0,24,1,5,12.0,1.0,2,73,6,8
1.0,15,1,3,4.0,1.0,2,73,6,8
1.0,20,1,4,12.0,1.0,2,73,2,1
,19,2,5,,1.0,2,73,2,2
1.0,23,1,5,12.0,2.0,1,73,6,3
1.0,25,1,4,12.0,1.0,2,73,1,1
,18,2,4,,1.0,2,73,1,2
,28,2,5,12.0,2.0,2,73,2,2
,22,1,8,6.0,2.0,1,66,6,3
0.0,28,2,10,12.0,2.0,1,66,6,3
,20,1,4,,2.0,1,66,6,1
0.0,27,2,9,12.0,2.0,1,66,6,3
0.0,24,1,5,12.0,2.0,1,66,6,8
,25,2,1,,2.0,1,66,6,9
0.0,25,1,5,12.0,1.0,1,66,6,3
1.0,21,2,4,,1.0,1,66,4,3
,21,2,9,,1.0,1,66,6,3
,20,1,10,,2.0,2,66,6,3
,16,1,4,,2.0,2,66,6,3
,24,2,9,12.0,3.0,1,66,6,3
0.0,25,1,5,12.0,6.0,1,66,6,3
,16,1,9,,2.0,1,66,6,3
0.0,27,1,5,12.0,3.0,1,66,6,1
0.0,26,2,13,12.0,6.0,1,66,6,3
1.0,22,2,10,,3.0,1,66,6,3
1.0,22,1,10,12.0,1.0,1,66,6,3
1.0,23,1,4,12.0,2.0,1,66,6,3
1.0,18,2,5,,2.0,1,66,6,3
1.0,16,2,5,12.0,2.0,1,66,6,1
,21,2,8,,2.0,2,66,3,3
1.0,27,1,5,12.0,2.0,2,66,3,7
,27,2,4,8.0,1.0,2,66,2,2
1.0,22,1,5,12.0,2.0,2,66,6,1
,21,2,8,,2.0,2,66,6,3
,27,2,5,9.0,3.0,1,66,6,3
,17,2,5,,3.0,1,66,6,3
0.0,26,2,10,12.0,3.0,1,66,6,3
,23,2,5,,3.0,1,66,4,8
1.0,28,2,9,12.0,3.0,1,66,6,3
1.0,25,1,10,12.0,3.0,1,66,6,3
,21,1,10,,3.0,1,66,4,3
1.0,21,2,5,12.0,2.0,1,66,1,1
1.0,26,1,5,12.0,2.0,1,66,1,2
,24,2,8,12.0,2.0,1,66,6,1
1.0,27,2,8,11.0,3.0,1,66,6,3
,15,1,10,,1.0,2,66,6,8
0.0,25,1,9,12.0,1.0,2,66,6,3
1.0,20,1,5,12.0,1.0,2,66,6,3
,24,1,5,,2.0,2,66,6,3
,16,1,5,,2.0,2,66,6,3
,27,1,3,,1.0,2,66,3,1
,16,1,5,,1.0,2,66,6,3
0.0,25,1,5,12.0,2.0,2,66,6,3
,25,2,10,,2.0,1,5,6,1
,15,1,1,,2.0,1,5,6,8
,24,1,5,12.0,1.0,2,5,6,3
,22,1,5,12.0,1.0,2,5,6,3
1.0,27,1,5,12.0,1.0,2,5,2,7
,15,1,4,1.0,1.0,2,5,6,3
,24,2,5,,2.0,1,5,2,1
,16,1,4,,2.0,1,5,6,3
,17,1,4,,2.0,1,5,6,3
,18,1,4,12.0,2.0,1,5,6,8
,17,2,5,,1.0,1,5,6,3
0.0,25,2,10,3.0,1.0,1,5,6,13
,16,1,5,,1.0,1,5,6,3
1.0,28,2,8,12.0,1.0,1,5,2,1
,18,2,5,,1.0,1,5,6,3
1.0,28,2,10,12.0,1.0,1,5,6,3
1.0,28,1,5,,2.0,1,5,6,1
,18,2,8,,0.0,2,5,6,3
1.0,23,2,8,12.0,2.0,2,5,6,3
1.0,27,1,3,12.0,2.0,2,5,2,1
,17,2,4,,2.0,2,5,6,3
1.0,28,1,4,12.0,1.0,2,5,2,2
,18,2,5,,1.0,2,5,6,3
1.0,28,1,10,12.0,1.0,2,5,2,1
,21,2,5,,1.0,2,5,2,2
1.0,19,1,4,,1.0,2,5,6,3
,24,2,5,,1.0,2,5,4,3
,16,2,5,,1.0,2,5,6,3
1.0,22,2,5,7.0,1.0,2,5,4,1
,17,2,5,,1.0,1,23,6,8
,15,1,5,,1.0,1,23,6,8
,18,2,5,2.0,1.0,1,23,6,8
1.0,24,1,10,,2.0,1,23,6,3
,19,2,10,,2.0,1,23,6,3
,15,2,4,,2.0,1,23,6,3
1.0,22,2,5,12.0,1.0,1,23,6,3
1.0,23,1,5,8.0,1.0,1,23,4,3
,17,1,8,,1.0,1,23,6,3
,16,2,5,,1.0,1,23,6,3
,23,2,5,,1.0,1,27,2,2
,25,2,8,,1.0,1,27,2,2
,15,2,5,,1.0,1,27,6,8
,21,2,4,,1.0,1,27,1,1
0.0,26,1,5,12.0,1.0,1,27,1,2
,17,2,5,,1.0,1,27,6,3
,16,1,4,,1.0,1,27,6,3
,26,2,5,,4.0,1,5,3,2
1.0,22,1,5,12.0,2.0,1,5,6,3
0.0,20,2,8,12.0,2.0,1,5,6,3
,20,2,5,,2.0,1,5,1,2
1.0,27,1,10,11.0,2.0,1,5,1,1
0.0,21,2,5,5.0,2.0,1,5,1,2
1.0,23,2,5,9.0,2.0,1,5,6,3
0.0,27,2,10,12.0,4.0,1,5,6,3
1.0,24,1,10,,4.0,1,5,6,3
0.0,25,1,5,12.0,4.0,1,5,6,6
0.0,25,1,5,12.0,3.0,1,5,2,1
0.0,28,2,8,12.0,3.0,1,5,2,2
,18,1,5,,3.0,1,5,6,3
,16,2,4,,3.0,1,5,6,3
0.0,26,2,9,12.0,3.0,1,5,2,1
,20,1,10,,6.0,1,5,6,3
,18,2,10,,6.0,1,5,6,3
1.0,28,2,9,12.0,3.0,1,5,6,6
1.0,28,1,4,12.0,1.0,1,5,6,3
1.0,23,1,5,12.0,1.0,1,5,6,8
0.0,25,2,9,4.0,2.0,1,5,6,9
0.0,28,2,11,10.0,6.0,1,5,3,1
1.0,28,2,5,,3.0,1,5,4,1
0.0,24,2,10,6.0,4.0,1,5,6,1
,26,1,10,,3.0,1,5,6,3
1.0,24,2,9,,3.0,1,5,4,3
1.0,22,2,10,,3.0,1,5,6,1
,15,1,4,,3.0,1,5,6,6
0.0,25,1,9,12.0,2.0,1,5,6,3
0.0,19,1,8,12.0,2.0,1,5,6,3
0.0,25,1,5,12.0,5.0,1,5,6,3
,20,1,10,,5.0,1,5,6,13
,19,1,10,,5.0,1,5,6,13
0.0,21,1,4,12.0,3.0,1,5,6,6
0.0,17,1,3,9.0,3.0,1,5,6,6
0.0,26,1,4,12.0,1.0,1,5,6,3
1.0,24,2,5,8.0,4.0,1,5,4,3
1.0,18,1,5,6.0,4.0,1,5,6,3
1.0,18,1,5,12.0,4.0,1,5,6,9
